Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Status,Ticket Priority,Ticket Channel,Viewed Ticket,Ticket Solved,Customer Satisfaction Rating
28,0,Apple AirPods,07-09-2021,Cancellation request,0,0,Chat,0,0,0
57,0,LG OLED,02-03-2021,Technical issue,2,2,Chat,1,1,4
60,0,Google Nest,21-07-2021,Product inquiry,0,1,Phone,0,0,0
19,0,Sony PlayStation,19-12-2020,Billing inquiry,1,1,Social media,1,0,0
48,0,LG Smart TV,07-10-2020,Refund request,2,0,Chat,1,1,5
59,1,LG Smart TV,08-05-2021,Product inquiry,0,2,Social media,0,0,0
57,1,Sony 4K HDR TV,22-04-2021,Refund request,1,0,Email,1,0,0
44,1,Microsoft Xbox Controller,19-06-2021,Cancellation request,0,0,Social media,0,0,0
57,0,Microsoft Surface,18-05-2021,Product inquiry,1,0,Chat,1,0,0
57,1,Microsoft Surface,08-12-2020,Cancellation request,1,0,Phone,1,0,0
21,0,iPhone,01-08-2021,Refund request,1,0,Phone,1,0,0
21,1,Nikon D,25-05-2021,Product inquiry,1,2,Chat,1,0,0
67,0,Sony Xperia,19-01-2021,Cancellation request,0,3,Phone,0,0,0
58,1,Google Pixel,17-09-2020,Cancellation request,2,2,Phone,1,1,5
28,0,LG Washing Machine,21-06-2021,Cancellation request,1,2,Email,1,0,0
64,1,Xbox,10-09-2021,Refund request,1,1,Chat,1,0,0
55,0,Microsoft Office,12-04-2020,Billing inquiry,2,2,Chat,1,1,3
31,1,Asus ROG,23-07-2020,Billing inquiry,1,3,Chat,1,0,0
31,0,Nintendo Switch,08-12-2021,Cancellation request,2,1,Email,1,1,3
59,0,Canon EOS,29-04-2021,Refund request,1,2,Social media,1,0,0
65,1,Google Nest,16-01-2020,Refund request,1,2,Email,1,0,0
25,1,Asus ROG,12-01-2021,Product inquiry,1,3,Phone,1,0,0
68,1,Adobe Photoshop,14-07-2020,Cancellation request,2,1,Phone,1,1,1
48,0,Bose QuietComfort,20-10-2020,Refund request,0,2,Chat,0,0,0
51,1,Garmin Forerunner,14-07-2020,Cancellation request,1,0,Email,1,0,0
40,1,Asus ROG,14-12-2020,Technical issue,0,0,Social media,0,0,0
32,0,Bose SoundLink Speaker,05-03-2020,Technical issue,1,0,Email,1,0,0
62,1,LG Washing Machine,10-08-2021,Billing inquiry,0,2,Phone,0,0,0
30,0,Amazon Echo,28-06-2020,Product inquiry,0,3,Phone,0,0,0
53,0,Amazon Echo,22-02-2020,Product inquiry,2,2,Social media,1,1,4
37,1,Apple AirPods,15-12-2021,Technical issue,0,2,Email,0,0,0
36,1,Apple AirPods,17-05-2021,Technical issue,1,2,Phone,1,0,0
38,0,Google Pixel,01-05-2020,Cancellation request,1,2,Chat,1,0,0
57,0,Sony Xperia,24-07-2020,Billing inquiry,0,2,Email,0,0,0
43,1,LG Smart TV,23-11-2020,Cancellation request,1,0,Social media,1,0,0
35,0,Nikon D,27-04-2020,Refund request,1,1,Phone,1,0,0
40,1,Bose SoundLink Speaker,10-10-2021,Billing inquiry,2,3,Social media,1,1,5
50,1,HP Pavilion,12-03-2020,Technical issue,1,3,Email,1,0,0
18,0,Asus ROG,04-09-2020,Product inquiry,0,0,Phone,0,0,0
63,0,Autodesk AutoCAD,05-05-2020,Product inquiry,2,3,Phone,1,1,3
46,0,Lenovo ThinkPad,06-08-2020,Billing inquiry,2,3,Chat,1,1,4
24,1,Sony 4K HDR TV,04-05-2020,Billing inquiry,2,3,Email,1,1,4
59,0,Microsoft Surface,07-05-2020,Refund request,1,2,Email,1,0,0
57,1,iPhone,24-11-2020,Billing inquiry,1,1,Chat,1,0,0
28,1,Nintendo Switch Pro Controller,29-03-2020,Billing inquiry,2,3,Email,1,1,2
49,0,Sony 4K HDR TV,25-10-2020,Billing inquiry,2,3,Phone,1,1,5
61,1,Fitbit Charge,01-06-2020,Refund request,1,2,Phone,1,0,0
67,0,Dyson Vacuum Cleaner,09-10-2020,Billing inquiry,2,1,Email,1,1,4
24,0,Nintendo Switch,23-06-2021,Billing inquiry,1,0,Chat,1,0,0
55,0,Microsoft Xbox Controller,24-04-2021,Billing inquiry,0,3,Phone,0,0,0
27,1,Sony Xperia,03-10-2020,Cancellation request,2,3,Social media,1,1,4
48,0,Apple AirPods,27-10-2020,Cancellation request,0,2,Social media,0,0,0
65,0,MacBook Pro,06-10-2020,Billing inquiry,2,0,Chat,1,1,3
37,0,Nintendo Switch,22-06-2021,Cancellation request,0,1,Email,0,0,0
22,0,Sony Xperia,20-09-2021,Cancellation request,1,0,Chat,1,0,0
44,1,Fitbit Versa Smartwatch,15-10-2020,Product inquiry,1,1,Phone,1,0,0
23,0,LG OLED,01-09-2020,Billing inquiry,1,3,Chat,1,0,0
44,1,Fitbit Versa Smartwatch,11-02-2021,Cancellation request,1,0,Phone,1,0,0
65,1,Lenovo ThinkPad,06-12-2021,Product inquiry,0,0,Chat,0,0,0
23,0,LG OLED,20-04-2020,Product inquiry,0,2,Social media,0,0,0
27,1,LG Washing Machine,05-01-2021,Refund request,2,3,Social media,1,1,5
53,1,Canon DSLR Camera,21-02-2021,Refund request,2,1,Phone,1,1,4
69,0,Nintendo Switch,09-02-2021,Product inquiry,2,2,Chat,1,1,1
54,1,Garmin Forerunner,19-08-2021,Billing inquiry,1,2,Phone,1,0,0
62,0,GoPro Action Camera,25-09-2020,Cancellation request,0,0,Phone,0,0,0
67,0,Canon EOS,06-09-2021,Product inquiry,0,3,Chat,0,0,0
19,0,LG Smart TV,13-01-2020,Product inquiry,2,2,Chat,1,1,2
51,1,Amazon Kindle,10-07-2021,Refund request,1,1,Chat,1,0,0
41,0,Lenovo ThinkPad,25-07-2020,Product inquiry,1,2,Social media,1,0,0
46,1,Canon DSLR Camera,27-09-2021,Technical issue,1,2,Chat,1,0,0
48,0,Adobe Photoshop,29-08-2020,Cancellation request,2,0,Chat,1,1,3
33,1,HP Pavilion,26-02-2020,Technical issue,0,1,Phone,0,0,0
63,1,GoPro Action Camera,04-08-2020,Technical issue,2,2,Email,1,1,3
49,1,Microsoft Surface,18-06-2020,Refund request,1,0,Email,1,0,0
61,0,Philips Hue Lights,29-06-2021,Refund request,2,1,Email,1,1,2
19,1,Microsoft Xbox Controller,03-01-2020,Cancellation request,0,2,Social media,0,0,0
35,0,Sony PlayStation,07-06-2020,Product inquiry,0,3,Chat,0,0,0
43,0,Dell XPS,19-07-2020,Refund request,2,1,Phone,1,1,3
48,0,Fitbit Versa Smartwatch,04-01-2020,Product inquiry,0,3,Email,0,0,0
56,1,Sony Xperia,18-05-2020,Refund request,2,0,Email,1,1,5
31,1,Canon DSLR Camera,08-12-2020,Billing inquiry,1,1,Social media,1,0,0
67,1,Adobe Photoshop,24-06-2021,Billing inquiry,1,3,Chat,1,0,0
65,0,Sony Xperia,04-02-2021,Technical issue,2,1,Chat,1,1,2
19,1,Canon EOS,08-07-2020,Product inquiry,0,2,Email,0,0,0
23,0,Microsoft Xbox Controller,15-02-2020,Cancellation request,1,2,Phone,1,0,0
31,1,Microsoft Xbox Controller,09-12-2020,Cancellation request,2,3,Social media,1,1,2
42,1,MacBook Pro,13-06-2021,Product inquiry,2,1,Social media,1,1,3
45,0,HP Pavilion,02-04-2020,Billing inquiry,2,3,Chat,1,1,2
56,1,Microsoft Surface,18-01-2021,Technical issue,2,0,Chat,1,1,5
34,0,LG Smart TV,04-04-2020,Refund request,1,1,Social media,1,0,0
54,1,Sony Xperia,25-10-2020,Billing inquiry,0,2,Email,0,0,0
19,0,LG OLED,26-08-2021,Technical issue,0,0,Phone,0,0,0
29,0,Microsoft Office,16-10-2020,Product inquiry,0,3,Chat,0,0,0
63,0,Sony 4K HDR TV,21-10-2020,Cancellation request,1,1,Social media,1,0,0
58,0,Nintendo Switch,20-06-2020,Technical issue,2,3,Social media,1,1,1
37,0,LG Washing Machine,05-01-2020,Technical issue,2,2,Chat,1,1,4
26,1,LG Washing Machine,19-07-2021,Cancellation request,0,3,Social media,0,0,0
51,0,Garmin Forerunner,03-06-2020,Refund request,0,3,Email,0,0,0
47,1,LG Washing Machine,21-07-2020,Technical issue,1,0,Chat,1,0,0
19,0,Samsung Galaxy,21-10-2021,Product inquiry,2,3,Phone,1,1,1
61,0,Philips Hue Lights,30-03-2021,Product inquiry,1,1,Phone,1,0,0
48,1,Bose QuietComfort,23-07-2020,Product inquiry,2,3,Chat,1,1,4
54,0,iPhone,21-11-2021,Refund request,1,2,Social media,1,0,0
23,1,Microsoft Xbox Controller,01-09-2021,Cancellation request,1,1,Social media,1,0,0
24,0,Fitbit Charge,31-01-2020,Billing inquiry,2,1,Email,1,1,2
65,0,Adobe Photoshop,04-06-2021,Billing inquiry,1,3,Email,1,0,0
55,1,Nikon D,21-12-2021,Refund request,0,3,Chat,0,0,0
20,0,Garmin Forerunner,19-01-2021,Technical issue,1,0,Chat,1,0,0
70,1,Fitbit Charge,25-08-2020,Product inquiry,0,1,Email,0,0,0
54,0,GoPro Action Camera,28-08-2021,Billing inquiry,1,1,Chat,1,0,0
36,1,Bose QuietComfort,19-11-2021,Product inquiry,1,3,Chat,1,0,0
58,1,Dell XPS,05-07-2020,Refund request,0,1,Email,0,0,0
56,1,Samsung Galaxy,25-09-2020,Technical issue,1,1,Social media,1,0,0
26,0,Nikon D,15-04-2020,Product inquiry,0,1,Social media,0,0,0
45,0,Canon DSLR Camera,04-11-2021,Billing inquiry,2,3,Phone,1,1,5
48,0,Dell XPS,29-07-2021,Cancellation request,2,2,Email,1,1,1
31,1,Bose QuietComfort,04-08-2021,Product inquiry,1,0,Social media,1,0,0
20,0,Bose SoundLink Speaker,01-09-2021,Cancellation request,0,2,Chat,0,0,0
38,1,Bose SoundLink Speaker,13-01-2020,Refund request,1,3,Social media,1,0,0
66,1,Samsung Soundbar,22-03-2020,Product inquiry,2,0,Email,1,1,1
21,0,Bose SoundLink Speaker,19-04-2020,Refund request,0,0,Social media,0,0,0
56,0,GoPro Hero,02-01-2020,Technical issue,2,1,Social media,1,1,5
44,1,Samsung Soundbar,16-11-2021,Billing inquiry,1,0,Social media,1,0,0
34,0,Nikon D,29-10-2020,Technical issue,1,2,Phone,1,0,0
66,0,LG OLED,31-07-2021,Product inquiry,2,0,Email,1,1,3
47,0,Amazon Kindle,03-02-2021,Refund request,0,1,Chat,0,0,0
69,0,LG Smart TV,29-04-2020,Billing inquiry,2,0,Email,1,1,4
30,0,Google Nest,08-03-2020,Billing inquiry,0,1,Social media,0,0,0
58,0,Xbox,17-04-2021,Product inquiry,0,0,Chat,0,0,0
40,1,Sony 4K HDR TV,03-03-2021,Cancellation request,1,3,Chat,1,0,0
53,1,Asus ROG,08-10-2020,Cancellation request,1,1,Phone,1,0,0
30,1,Roomba Robot Vacuum,29-04-2021,Billing inquiry,1,3,Chat,1,0,0
18,1,Roomba Robot Vacuum,11-09-2021,Technical issue,1,2,Email,1,0,0
23,0,MacBook Pro,24-09-2020,Product inquiry,0,0,Email,0,0,0
55,0,Canon EOS,05-04-2021,Billing inquiry,0,0,Phone,0,0,0
21,0,Google Nest,05-06-2021,Technical issue,2,2,Email,1,1,1
27,0,Nikon D,19-04-2021,Billing inquiry,1,2,Email,1,0,0
60,0,Canon DSLR Camera,25-03-2021,Product inquiry,2,2,Social media,1,1,1
46,0,LG Washing Machine,05-04-2021,Product inquiry,0,3,Social media,0,0,0
21,0,Adobe Photoshop,17-02-2021,Product inquiry,2,0,Chat,1,1,2
52,1,Nintendo Switch Pro Controller,16-03-2021,Technical issue,0,1,Chat,0,0,0
34,0,Apple AirPods,13-10-2020,Billing inquiry,0,0,Email,0,0,0
20,0,Microsoft Surface,24-09-2021,Technical issue,2,2,Chat,1,1,5
27,1,Microsoft Office,20-04-2020,Refund request,2,3,Email,1,1,5
53,0,Apple AirPods,05-08-2020,Billing inquiry,1,1,Phone,1,0,0
39,0,Microsoft Office,25-08-2021,Technical issue,1,0,Email,1,0,0
18,0,Autodesk AutoCAD,15-12-2020,Technical issue,2,2,Social media,1,1,1
44,0,Microsoft Xbox Controller,06-02-2021,Cancellation request,1,2,Email,1,0,0
33,1,PlayStation,21-02-2020,Billing inquiry,1,1,Phone,1,0,0
53,0,Apple AirPods,06-01-2020,Product inquiry,0,0,Phone,0,0,0
24,1,Bose SoundLink Speaker,13-07-2021,Billing inquiry,1,1,Social media,1,0,0
66,1,Garmin Forerunner,15-01-2020,Product inquiry,0,2,Phone,0,0,0
32,0,GoPro Action Camera,28-09-2020,Technical issue,2,3,Phone,1,1,2
19,0,Microsoft Office,02-02-2020,Refund request,0,2,Email,0,0,0
49,0,Canon EOS,13-11-2020,Product inquiry,2,3,Phone,1,1,1
31,0,Dyson Vacuum Cleaner,27-08-2021,Cancellation request,1,0,Email,1,0,0
22,0,Dell XPS,12-10-2020,Cancellation request,1,1,Phone,1,0,0
26,1,Nikon D,08-03-2021,Refund request,2,0,Social media,1,1,4
56,1,Roomba Robot Vacuum,24-06-2021,Technical issue,2,2,Email,1,1,3
67,0,Samsung Soundbar,01-11-2021,Product inquiry,2,2,Email,1,1,5
40,1,Asus ROG,04-11-2020,Technical issue,1,1,Social media,1,0,0
50,0,Samsung Soundbar,30-08-2020,Product inquiry,0,3,Phone,0,0,0
61,0,Microsoft Office,10-03-2021,Billing inquiry,2,0,Email,1,1,4
42,0,Roomba Robot Vacuum,23-07-2020,Billing inquiry,0,0,Social media,0,0,0
55,1,Google Pixel,18-03-2020,Billing inquiry,1,3,Chat,1,0,0
51,1,Dell XPS,01-01-2020,Billing inquiry,2,0,Chat,1,1,4
52,1,Nest Thermostat,06-04-2021,Product inquiry,2,0,Phone,1,1,3
58,1,Nintendo Switch,17-11-2021,Refund request,2,2,Social media,1,1,1
69,0,Autodesk AutoCAD,06-09-2021,Product inquiry,2,3,Chat,1,1,2
39,0,iPhone,19-05-2021,Cancellation request,1,0,Chat,1,0,0
55,1,MacBook Pro,09-04-2020,Billing inquiry,0,3,Email,0,0,0
67,0,Microsoft Xbox Controller,19-02-2021,Refund request,0,0,Phone,0,0,0
22,0,Samsung Soundbar,29-09-2020,Refund request,0,0,Phone,0,0,0
31,0,Bose QuietComfort,21-11-2021,Technical issue,2,0,Phone,1,1,5
51,0,GoPro Hero,29-02-2020,Cancellation request,2,0,Email,1,1,2
29,1,Sony PlayStation,28-07-2021,Refund request,2,3,Phone,1,1,5
32,1,Roomba Robot Vacuum,09-06-2021,Cancellation request,1,3,Chat,1,0,0
47,1,Dyson Vacuum Cleaner,06-01-2021,Refund request,0,3,Phone,0,0,0
43,1,GoPro Action Camera,07-10-2020,Product inquiry,2,3,Email,1,1,1
67,0,Philips Hue Lights,16-02-2020,Billing inquiry,2,0,Chat,1,1,3
41,0,Microsoft Surface,24-04-2021,Cancellation request,2,2,Social media,1,1,1
43,1,Autodesk AutoCAD,26-04-2020,Billing inquiry,1,3,Phone,1,0,0
46,1,Sony PlayStation,05-08-2021,Refund request,1,0,Social media,1,0,0
45,0,Bose QuietComfort,10-08-2020,Cancellation request,0,2,Email,0,0,0
24,0,LG OLED,30-03-2021,Billing inquiry,0,2,Phone,0,0,0
28,0,Sony Xperia,02-03-2020,Technical issue,0,0,Social media,0,0,0
63,0,Adobe Photoshop,08-06-2020,Cancellation request,2,1,Chat,1,1,4
18,0,HP Pavilion,22-03-2020,Refund request,2,3,Email,1,1,4
63,1,PlayStation,02-02-2021,Billing inquiry,0,3,Email,0,0,0
51,0,Philips Hue Lights,15-09-2021,Refund request,0,3,Phone,0,0,0
63,1,Fitbit Versa Smartwatch,30-03-2020,Billing inquiry,2,0,Email,1,1,5
26,1,MacBook Pro,26-06-2021,Technical issue,2,3,Social media,1,1,3
63,0,Fitbit Charge,10-04-2020,Refund request,2,3,Email,1,1,4
50,1,Adobe Photoshop,26-05-2021,Technical issue,1,2,Social media,1,0,0
61,1,Sony 4K HDR TV,17-11-2021,Product inquiry,2,2,Social media,1,1,4
26,0,Microsoft Office,22-07-2020,Billing inquiry,0,2,Social media,0,0,0
64,1,Sony PlayStation,14-12-2021,Cancellation request,1,0,Phone,1,0,0
51,1,Philips Hue Lights,20-11-2020,Cancellation request,1,0,Email,1,0,0
22,1,Autodesk AutoCAD,20-10-2020,Refund request,0,1,Chat,0,0,0
23,0,Sony PlayStation,13-06-2021,Refund request,1,3,Email,1,0,0
18,1,Asus ROG,15-11-2020,Cancellation request,0,1,Chat,0,0,0
68,0,Sony 4K HDR TV,19-12-2020,Refund request,0,3,Email,0,0,0
66,1,Nintendo Switch Pro Controller,23-12-2021,Refund request,2,0,Social media,1,1,1
22,1,HP Pavilion,12-03-2020,Cancellation request,1,3,Chat,1,0,0
60,0,Amazon Echo,09-11-2020,Cancellation request,1,1,Social media,1,0,0
63,0,LG Smart TV,07-11-2020,Product inquiry,0,0,Social media,0,0,0
19,0,Canon EOS,19-03-2021,Technical issue,2,0,Email,1,1,3
56,1,Lenovo ThinkPad,23-03-2021,Technical issue,1,0,Email,1,0,0
70,1,Microsoft Xbox Controller,21-08-2021,Billing inquiry,1,1,Chat,1,0,0
33,1,Nintendo Switch Pro Controller,18-10-2021,Billing inquiry,0,0,Chat,0,0,0
29,1,Microsoft Xbox Controller,29-12-2021,Refund request,0,2,Social media,0,0,0
48,1,Canon DSLR Camera,25-12-2020,Cancellation request,2,0,Phone,1,1,5
28,0,GoPro Action Camera,30-03-2020,Billing inquiry,2,0,Chat,1,1,1
25,0,GoPro Hero,28-02-2020,Refund request,1,1,Phone,1,0,0
50,1,Microsoft Surface,19-12-2021,Billing inquiry,1,1,Phone,1,0,0
25,0,Canon DSLR Camera,28-04-2020,Billing inquiry,0,3,Chat,0,0,0
30,0,MacBook Pro,05-11-2021,Cancellation request,0,1,Chat,0,0,0
44,0,GoPro Action Camera,08-07-2020,Cancellation request,1,3,Email,1,0,0
42,0,GoPro Hero,27-07-2021,Product inquiry,0,3,Chat,0,0,0
35,1,LG Smart TV,05-12-2021,Refund request,1,0,Phone,1,0,0
47,0,Garmin Forerunner,17-10-2020,Product inquiry,2,2,Social media,1,1,4
43,1,Xbox,17-10-2021,Refund request,0,0,Social media,0,0,0
37,0,GoPro Action Camera,27-06-2021,Refund request,0,1,Chat,0,0,0
57,0,Google Nest,24-05-2020,Refund request,2,0,Email,1,1,4
48,1,Google Pixel,10-11-2020,Product inquiry,1,3,Email,1,0,0
54,0,Nintendo Switch Pro Controller,03-05-2021,Product inquiry,0,1,Email,0,0,0
61,0,Canon DSLR Camera,21-10-2020,Product inquiry,2,1,Social media,1,1,5
47,0,Philips Hue Lights,19-07-2021,Cancellation request,0,2,Chat,0,0,0
52,1,Google Pixel,26-05-2020,Product inquiry,0,3,Social media,0,0,0
70,0,Nintendo Switch,24-03-2021,Cancellation request,0,2,Phone,0,0,0
56,1,LG Smart TV,04-08-2020,Refund request,1,3,Social media,1,0,0
36,1,Google Pixel,13-01-2021,Billing inquiry,0,2,Social media,0,0,0
36,1,LG OLED,04-12-2021,Billing inquiry,1,3,Phone,1,0,0
52,0,Xbox,14-06-2020,Cancellation request,2,0,Email,1,1,5
41,0,Sony PlayStation,15-08-2021,Cancellation request,2,0,Social media,1,1,1
62,0,Samsung Soundbar,03-05-2021,Technical issue,2,2,Phone,1,1,3
37,1,Xbox,25-01-2020,Cancellation request,0,1,Email,0,0,0
32,1,Canon DSLR Camera,14-08-2021,Refund request,1,0,Social media,1,0,0
51,0,Fitbit Versa Smartwatch,24-04-2021,Billing inquiry,2,3,Phone,1,1,3
47,0,Fitbit Charge,03-04-2021,Product inquiry,2,1,Social media,1,1,3
44,0,Xbox,10-03-2021,Refund request,1,2,Chat,1,0,0
43,1,Xbox,03-01-2020,Technical issue,1,2,Social media,1,0,0
60,0,Autodesk AutoCAD,10-04-2021,Product inquiry,2,1,Phone,1,1,5
29,0,GoPro Action Camera,03-07-2020,Cancellation request,0,3,Phone,0,0,0
29,0,Amazon Kindle,04-02-2021,Billing inquiry,2,1,Chat,1,1,5
36,1,Amazon Kindle,11-09-2020,Cancellation request,1,0,Phone,1,0,0
59,1,Nikon D,06-05-2021,Cancellation request,2,0,Email,1,1,4
59,0,Samsung Soundbar,08-06-2021,Technical issue,0,2,Email,0,0,0
53,1,MacBook Pro,29-10-2021,Refund request,1,0,Social media,1,0,0
32,1,Canon EOS,05-03-2021,Cancellation request,1,2,Email,1,0,0
45,1,Fitbit Versa Smartwatch,30-07-2020,Cancellation request,1,1,Chat,1,0,0
23,1,iPhone,11-04-2020,Refund request,2,3,Phone,1,1,4
62,0,Microsoft Office,21-02-2021,Refund request,2,3,Social media,1,1,4
34,0,Fitbit Charge,28-08-2021,Technical issue,2,0,Phone,1,1,5
49,1,Fitbit Charge,10-05-2020,Cancellation request,2,2,Phone,1,1,5
49,0,Nest Thermostat,05-10-2020,Technical issue,2,0,Social media,1,1,5
50,0,Lenovo ThinkPad,13-12-2021,Product inquiry,0,0,Social media,0,0,0
56,1,Samsung Galaxy,14-08-2021,Refund request,2,3,Email,1,1,5
62,1,Nintendo Switch Pro Controller,29-01-2021,Cancellation request,0,3,Chat,0,0,0
38,1,Sony Xperia,16-05-2020,Refund request,1,3,Social media,1,0,0
55,0,Xbox,12-09-2021,Product inquiry,0,2,Email,0,0,0
18,1,Bose SoundLink Speaker,04-04-2021,Cancellation request,1,3,Phone,1,0,0
42,0,Canon DSLR Camera,12-10-2021,Billing inquiry,2,2,Email,1,1,5
19,1,Apple AirPods,11-11-2021,Billing inquiry,2,0,Chat,1,1,3
26,1,Microsoft Xbox Controller,21-12-2020,Cancellation request,2,1,Social media,1,1,5
70,0,GoPro Hero,19-12-2021,Cancellation request,1,0,Email,1,0,0
48,0,Fitbit Versa Smartwatch,29-11-2020,Product inquiry,0,3,Chat,0,0,0
32,0,Fitbit Versa Smartwatch,11-11-2021,Cancellation request,0,0,Social media,0,0,0
65,0,Microsoft Xbox Controller,17-08-2021,Refund request,2,2,Chat,1,1,1
43,0,Samsung Galaxy,19-05-2020,Refund request,1,1,Email,1,0,0
57,1,Nest Thermostat,12-07-2021,Cancellation request,1,2,Social media,1,0,0
59,0,Adobe Photoshop,07-11-2020,Cancellation request,1,1,Phone,1,0,0
54,1,Sony PlayStation,20-08-2020,Product inquiry,1,2,Chat,1,0,0
51,1,Garmin Forerunner,04-03-2021,Refund request,2,0,Social media,1,1,4
61,1,Samsung Soundbar,22-10-2020,Refund request,0,0,Chat,0,0,0
43,1,Dell XPS,13-01-2021,Cancellation request,1,2,Chat,1,0,0
18,0,Roomba Robot Vacuum,30-11-2020,Product inquiry,2,1,Social media,1,1,1
39,0,Apple AirPods,22-05-2021,Product inquiry,2,0,Chat,1,1,3
66,0,Fitbit Charge,30-06-2021,Product inquiry,2,1,Chat,1,1,3
32,0,Microsoft Surface,16-07-2021,Cancellation request,1,1,Chat,1,0,0
37,0,LG Washing Machine,05-08-2021,Cancellation request,0,3,Social media,0,0,0
49,1,HP Pavilion,27-07-2020,Refund request,2,0,Chat,1,1,5
34,1,Samsung Soundbar,12-08-2020,Technical issue,2,2,Phone,1,1,2
29,1,Samsung Soundbar,15-01-2020,Refund request,2,2,Chat,1,1,3
49,1,Canon EOS,16-12-2020,Product inquiry,1,2,Email,1,0,0
30,1,Asus ROG,24-04-2021,Billing inquiry,1,2,Email,1,0,0
25,0,LG Washing Machine,27-10-2021,Refund request,0,1,Social media,0,0,0
28,1,Fitbit Charge,03-02-2020,Refund request,1,1,Email,1,0,0
22,0,Google Nest,17-11-2020,Technical issue,0,2,Social media,0,0,0
19,1,Bose SoundLink Speaker,14-01-2021,Product inquiry,2,1,Social media,1,1,4
27,1,GoPro Action Camera,08-12-2020,Billing inquiry,1,2,Chat,1,0,0
63,1,Amazon Echo,20-01-2020,Refund request,1,3,Chat,1,0,0
24,0,Fitbit Versa Smartwatch,28-09-2021,Billing inquiry,0,2,Phone,0,0,0
39,1,Adobe Photoshop,07-03-2020,Billing inquiry,1,1,Phone,1,0,0
40,0,Fitbit Versa Smartwatch,31-03-2020,Product inquiry,2,1,Phone,1,1,4
55,1,iPhone,04-03-2020,Product inquiry,1,2,Chat,1,0,0
68,0,Dell XPS,12-04-2021,Refund request,2,0,Email,1,1,5
36,1,GoPro Hero,23-09-2021,Product inquiry,1,1,Phone,1,0,0
46,0,Garmin Forerunner,20-10-2020,Technical issue,0,1,Phone,0,0,0
49,0,Nest Thermostat,20-09-2020,Product inquiry,0,0,Email,0,0,0
24,1,Dyson Vacuum Cleaner,27-12-2021,Billing inquiry,1,2,Email,1,0,0
64,1,Lenovo ThinkPad,14-10-2020,Cancellation request,0,1,Chat,0,0,0
33,0,Adobe Photoshop,08-02-2020,Billing inquiry,0,2,Email,0,0,0
56,0,MacBook Pro,01-10-2021,Product inquiry,0,0,Email,0,0,0
24,0,Philips Hue Lights,15-04-2021,Product inquiry,2,0,Chat,1,1,3
54,0,Lenovo ThinkPad,13-07-2020,Product inquiry,1,3,Social media,1,0,0
50,0,Google Pixel,04-03-2021,Product inquiry,0,2,Email,0,0,0
70,1,Google Nest,26-12-2020,Technical issue,0,1,Email,0,0,0
48,1,Apple AirPods,01-02-2021,Billing inquiry,1,2,Social media,1,0,0
66,0,Sony Xperia,15-03-2021,Billing inquiry,0,3,Email,0,0,0
43,1,LG Washing Machine,13-03-2020,Refund request,0,3,Social media,0,0,0
22,0,Fitbit Charge,20-11-2020,Cancellation request,2,0,Social media,1,1,5
21,1,iPhone,23-09-2021,Cancellation request,1,0,Email,1,0,0
47,1,PlayStation,11-03-2021,Technical issue,0,1,Social media,0,0,0
57,0,HP Pavilion,07-04-2021,Billing inquiry,2,2,Email,1,1,2
41,1,Microsoft Xbox Controller,05-10-2021,Technical issue,0,2,Social media,0,0,0
33,0,Fitbit Versa Smartwatch,21-04-2020,Refund request,0,3,Social media,0,0,0
48,0,iPhone,09-10-2020,Product inquiry,2,1,Chat,1,1,3
52,0,Adobe Photoshop,21-01-2021,Technical issue,0,1,Social media,0,0,0
65,1,Dyson Vacuum Cleaner,26-01-2020,Refund request,0,3,Phone,0,0,0
53,0,Fitbit Versa Smartwatch,10-01-2020,Cancellation request,0,0,Phone,0,0,0
62,1,Sony PlayStation,13-03-2021,Refund request,1,0,Phone,1,0,0
37,1,Nikon D,04-11-2020,Technical issue,1,2,Social media,1,0,0
57,0,Dyson Vacuum Cleaner,02-07-2021,Technical issue,0,2,Chat,0,0,0
60,1,HP Pavilion,21-11-2020,Billing inquiry,0,2,Social media,0,0,0
37,0,GoPro Action Camera,01-12-2021,Billing inquiry,2,3,Social media,1,1,5
66,0,Sony Xperia,13-05-2020,Refund request,2,0,Chat,1,1,1
27,0,Sony 4K HDR TV,04-12-2021,Billing inquiry,2,2,Chat,1,1,5
35,1,Roomba Robot Vacuum,20-01-2020,Billing inquiry,1,1,Email,1,0,0
24,0,Sony 4K HDR TV,15-08-2020,Technical issue,1,3,Social media,1,0,0
67,0,Sony 4K HDR TV,15-02-2021,Technical issue,0,2,Email,0,0,0
48,0,Garmin Forerunner,06-01-2021,Billing inquiry,2,3,Phone,1,1,4
20,0,Canon DSLR Camera,13-06-2020,Technical issue,0,0,Social media,0,0,0
53,0,Dell XPS,21-05-2020,Refund request,0,3,Social media,0,0,0
53,1,Philips Hue Lights,25-08-2020,Technical issue,1,1,Chat,1,0,0
28,1,GoPro Hero,03-08-2020,Cancellation request,0,1,Email,0,0,0
59,0,Amazon Kindle,29-07-2021,Product inquiry,2,1,Chat,1,1,2
70,1,PlayStation,09-08-2020,Cancellation request,2,3,Phone,1,1,4
66,1,Nintendo Switch,19-05-2021,Cancellation request,2,1,Email,1,1,5
58,0,Bose SoundLink Speaker,18-09-2021,Refund request,0,2,Chat,0,0,0
20,0,Apple AirPods,27-06-2021,Refund request,0,3,Email,0,0,0
